url,license,title
http://geomap.reteunitaria.piemonte.it/ws/vtdifsuolo/rp-01/disspaiwms/wms_vtdifsuolo_dissesti_pai?Request=GetCapabilities&service=WMS,,Dissesti PAI
http://servizigis.regione.emilia-romagna.it/wms/geologia10k?Request=GetCapabilities&service=WMS,none,geologia10k
http://sgi2.isprambiente.it/arcgis/services/Consumo_di_suolo/Consumo_di_suolo_2012_10m/MapServer/WmsServer?Request=GetCapabilities&service=WMS,Licenza Attribuzione 3.0 Italia (CC BY SA 3.0 IT),Consumo di suolo 2012 10m
http://sgi2.isprambiente.it/arcgis/services/Consumo_di_suolo/Consumo_di_suolo_2015_10m/MapServer/WmsServer?Request=GetCapabilities&service=WMS,Licenza Attribuzione 3.0 Italia (CC BY SA 3.0 IT),Consumo di suolo 2015
http://sgi2.isprambiente.it/arcgis/services/Consumo_di_suolo/Consumo_di_suolo_2016_10m/MapServer/WmsServer?Request=GetCapabilities&service=WMS,Licenza Attribuzione 3.0 Italia (CC BY SA 3.0 IT),Consumo di suolo 2016
http://sgi2.isprambiente.it/arcgis/services/Consumo_di_suolo/Consumo_di_suolo_2017_10m/MapServer/WmsServer?Request=GetCapabilities&service=WMS,Licenza Attribuzione 3.0 Italia (CC BY SA 3.0 IT),Consumo di suolo 2017 10m
http://sgi2.isprambiente.it/arcgis/services/raster/geo_1000k_italia/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Carta-Geologica_1:1M
http://sgi2.isprambiente.it/arcgis/services/raster/geo_100k_italia/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia",SGI_ISPRA_Carta_Geologica 100000
http://sgi2.isprambiente.it/arcgis/services/raster/geo_500k_italia/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia",SGI_ISPRA_Carta-Geolitologica_500000
http://sgi2.isprambiente.it/arcgis/services/raster/geo_50k_italia/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,,WMS
http://sgi2.isprambiente.it/arcgis/services/raster/igm1000k_italia/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:1M
http://sgi2.isprambiente.it/arcgis/services/raster/igm250k_italia/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,,WMS
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_abruzzo_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_altoadige_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_basilicata_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_calabria_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_campania_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_emiliar_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_friuli_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_lazio_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_liguria_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_lombardia_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_marche_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_molise_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_piemonte_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_puglia_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_sardegna_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_sicilia_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_toscana_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_trentino_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_umbria_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_vaosta_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm25k_veneto_wgs/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_1:25k
http://sgi2.isprambiente.it/arcgis/services/raster/igm500k_italia/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni  nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza  dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.",SGI_ISPRA_Topografia_500K
http://sgi2.isprambiente.it/arcgis/services/raster/shd_20m_33/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,,WMS
http://sgi2.isprambiente.it/arcgis/services/raster/stru_500k_italia/ImageServer/WMSServer?Request=GetCapabilities&service=WMS,,WMS
http://sgi2.isprambiente.it/arcgis/services/servizi/CARG_mare_italiani/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"Ogni iniziativa di divulgazione delle informazioni contenute nel dataset o da esso derivate (cartogrammi, relazioni, servizi informativi), dovrà sempre citare la fonte del dato originale (autori, proprietario). La visualizzazione è libera, mentre l'uso del dato è soggetto ai riferimenti della proprietà ed ai diritti d' autore. Licenza d'uso: CC-BY-NC",ITA_Carta_GeologicaMari_1:250k_DT
http://sgi2.isprambiente.it/arcgis/services/servizi/carta_geologica_100k/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.Licenza CC-BY-NC",SGI_ISPRA_geologia100k
http://sgi2.isprambiente.it/arcgis/services/servizi/cartageologica1M/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni e' nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita', la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia. Licenza CC-BY-NC",SGI_ISPRA_Geologia_1:1M
http://sgi2.isprambiente.it/arcgis/services/servizi/cartageologica500k/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"The Geologic data of Italy is available only for visualization. Your use of any information provided by the Geological Survey of Italy (ISPRA) is at your own risk. Neither ISPRA gives any warranty, condition or representation as to the quality, accuracy or completeness of the information or its suitability for any use or purpose. All implied conditions relating to the quality or suitability of the information, and all liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law. Licenza CC-BY-NC.",SGI_ISPRA_Geologia500k
http://sgi2.isprambiente.it/arcgis/services/servizi/elementi_idrografici/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni e' nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita', la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.Licenza CC-BY-NC",SGI_ISPRA_elementi_idrografici
http://sgi2.isprambiente.it/arcgis/services/servizi/Geofisica/MapServer/WmsServer?Request=GetCapabilities&service=WMS,,WMS
http://sgi2.isprambiente.it/arcgis/services/servizi/geologia25k/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"L'uso dei dati è consentito per la visualizzazione e consultazione. ISPRA avverte l'uso dei dati è correlato alla correttezza intellettuale del dato in relazione a qualità, correttezza e completezza dei dati, pertanto qualunque uso inproprio non può essere responsabilità del Servizio Geologico d'Italia e sarà perseguito secondo i termini di legge vigente sul territorio italiano. Licenza CC-BY-NC.",SGI_ISPRA_geologia25k
http://sgi2.isprambiente.it/arcgis/services/servizi/geomorfologia25k/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"L'uso dei dati è consentito per la visualizzazione e consultazione. ISPRA avverte l'uso dei dati è correlato alla correttezza intellettuale del dato in relazione a qualità, correttezza e completezza dei dati, pertanto qualunque uso inproprio non può essere responsabilità del Servizio Geologico d'Italia e sarà perseguito secondo i termini di legge vigente sul territorio italiano. Licenza d'uso CC-BY-NC",SGI_ISPRA_geomorfologia25k
http://sgi2.isprambiente.it/arcgis/services/servizi/Idrogeologia_italia/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"La visualizzazione è libera, mentre l'uso del dato è soggetto ai riferimenti della proprietà ed ai diritti d'autore. Licenza d'uso CC-BY-NC",ITA_Idrogeologia_Raster_variascala
http://sgi2.isprambiente.it/arcgis/services/servizi/indagini464/MapServer/WmsServer?Request=GetCapabilities&service=WMS,,Archivio nazionale delle indagini nel sottosuolo (Legge 464/1984)
http://sgi2.isprambiente.it/arcgis/services/servizi/ithaca_new/MapServer/WmsServer?Request=GetCapabilities&service=WMS,,WMS
http://sgi2.isprambiente.it/arcgis/services/servizi/limiti_amministrativi/MapServer/WmsServer?Request=GetCapabilities&service=WMS,Licenza d'uso CC-BY-NC,SGI_ISPRA__limiti_amministrativi
http://sgi2.isprambiente.it/arcgis/services/servizi/litologica/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia. Licenza d'uso CC-BY-NC",SGI_ISPRA_litologica_100K
http://sgi2.isprambiente.it/arcgis/services/servizi/localita_abitate/MapServer/WmsServer?Request=GetCapabilities&service=WMS,Licenza d'uso CC-BY-NC,SGI_località_abitate
http://sgi2.isprambiente.it/arcgis/services/servizi/Modelli3d/MapServer/WmsServer?Request=GetCapabilities&service=WMS,,SGI_ IT_Modelli3D
http://sgi2.isprambiente.it/arcgis/services/servizi/Perforazioni_con_acqua_464/MapServer/WmsServer?Request=GetCapabilities&service=WMS,,Perforazioni con acqua
http://sgi2.isprambiente.it/arcgis/services/servizi/Perforazioni_con_strat_464/MapServer/WmsServer?Request=GetCapabilities&service=WMS,,Perforazioni con stratigrafia
http://sgi2.isprambiente.it/arcgis/services/servizi/rete_viaria/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni e' nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia. Licenza d'uso CC-BY-NC",SGI_ISPRA_rete_viaria
http://sgi2.isprambiente.it/arcgis/services/servizi/risorse_prospezioni25k/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"L'uso dei dati è consentito per la visualizzazione e consultazione. ISPRA avverte l'uso dei dati è correlato alla correttezza intellettuale del dato in relazione a qualità, correttezza e completezza dei dati, pertanto qualunque uso inproprio non può essere responsabilità del Servizio Geologico d'Italia e sarà perseguito secondo i termini di legge vigente sul territorio italiano. Licenza d'uso CC-BY-NC",SGI_ISPRA_risorse_prospezioni25k
http://sgi2.isprambiente.it/arcgis/services/servizi/sinkhole/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni e' nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita', la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia. Licenza d'uso CC-BY-NC",SGI_ISPRA_sinkhole
http://sgi2.isprambiente.it/arcgis/services/servizi/sismicita/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni e' nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita', la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia. Licenza d'uso CC-BY-NC",SGI_ISPRA_sismicita
http://sgi2.isprambiente.it/arcgis/services/servizi/sondaggiprofondi/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.Licenza d'uso CC-BY-NC",SGI_ISPRA__sondaggiprofondi
http://sgi2.isprambiente.it/arcgis/services/servizi/strutturale1M/MapServer/WmsServer?Request=GetCapabilities&service=WMS,"I dati pubblicati dal Servizio Geologico d'Italia sono liberi nella consultazione e visualizzazione. L'uso delle informazioni nel rispetto della proprieta' intelletuale e della corretta scala di applicazione del dato. ISPRA non garantisce sulla qualita',la completezza e l'accuratezza dei dati non prodotti direttamente dalla stessa. L'uso dei dati per altri fini che non siano la semplice visualizzazione e' soggetto alla legge e deve esserne richiesto l'uso al Servizio Geologico d'Italia.Licenza d'uso CC-BY-NC",Carta geologica strutturale d'Italia scala 1:500.000
http://sgi2.isprambiente.it/arcgis/services/servizi/toponomi/MapServer/WmsServer?Request=GetCapabilities&service=WMS,,Toponimi
http://sgi2.isprambiente.it/arcgis/services/servizi/ZoneUmide/MapServer/WmsServer?Request=GetCapabilities&service=WMS,,WMS
http://sgi2.isprambiente.it/geoserver/gfi/wms?Request=GetCapabilities&service=WMS,CC-BY-NC,Geophisic Web Map Service
http://webgis.arpa.piemonte.it/ags101free/services/geologia_e_dissesto/Carta_LitologicoGiacimentologica/MapServer/WMSServer?Request=GetCapabilities&service=WMS,http://webgis.arpa.piemonte.it/w-metadoc/_Licenze/Licenza_map_service.pdf,Carta Litologico Giacimentologica
